,Unnamed: 0,Question,Name,Profile,Price,Ram/Storage,OS,Display,DailyUse,Camera,Battery,resp.id,choice
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,58,0
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,58,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,58,1
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,58,0
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,58,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,58,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,58,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,58,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,58,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,58,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,58,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,58,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,58,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,58,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,58,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,58,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,58,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,58,1
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,58,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,58,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,58,0
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,58,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,58,1
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,58,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,58,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,58,1
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,58,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,58,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,58,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,58,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,58,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,58,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,59,0
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,59,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,59,1
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,59,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,59,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,59,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,59,1
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,59,0
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,59,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,59,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,59,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,59,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,59,0
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,59,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,59,1
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,59,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,59,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,59,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,59,1
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,59,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,59,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,59,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,59,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,59,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,59,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,59,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,59,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,59,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,59,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,59,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,59,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,59,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,59,1
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,59,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,59,0
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,59,1
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,59,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,59,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,59,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,60,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,60,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,60,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,60,1
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,60,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,60,0
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,60,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,60,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,60,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,60,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,60,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,60,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,60,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,60,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,60,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,60,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,60,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,60,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,60,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,60,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,60,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,60,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,60,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,60,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,60,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,60,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,60,1
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,60,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,60,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,60,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,60,1
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,60,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,60,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,60,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,60,0
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,60,1
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,60,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,60,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,60,1
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,61,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,61,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,61,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,61,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,61,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,61,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,61,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,61,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,61,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,61,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,61,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,61,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,61,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,61,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,61,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,61,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,61,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,61,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,61,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,61,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,61,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,61,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,61,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,61,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,61,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,61,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,61,1
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,61,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,61,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,61,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,61,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,61,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,61,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,61,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,61,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,61,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,61,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,61,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,61,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,62,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,62,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,62,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,62,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,62,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,62,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,62,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,62,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,62,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,62,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,62,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,62,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,62,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,62,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,62,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,62,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,62,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,62,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,62,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,62,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,62,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,62,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,62,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,62,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,62,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,62,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,62,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,62,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,62,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,62,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,62,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,62,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,62,1
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,62,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,62,0
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,62,1
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,62,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,62,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,62,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,63,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,63,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,63,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,63,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,63,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,63,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,63,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,63,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,63,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,63,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,63,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,63,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,63,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,63,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,63,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,63,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,63,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,63,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,63,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,63,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,63,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,63,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,63,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,63,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,63,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,63,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,63,1
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,63,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,63,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,63,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,63,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,63,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,63,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,63,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,63,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,63,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,63,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,63,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,63,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,64,0
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,64,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,64,1
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,64,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,64,1
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,64,0
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,64,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,64,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,64,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,64,1
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,64,0
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,64,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,64,0
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,64,1
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,64,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,64,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,64,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,64,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,64,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,64,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,64,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,64,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,64,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,64,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,64,1
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,64,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,64,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,64,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,64,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,64,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,64,1
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,64,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,64,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,64,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,64,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,64,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,64,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,64,1
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,64,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,65,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,65,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,65,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,65,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,65,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,65,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,65,1
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,65,0
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,65,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,65,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,65,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,65,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,65,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,65,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,65,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,65,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,65,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,65,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,65,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,65,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,65,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,65,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,65,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,65,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,65,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,65,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,65,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,65,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,65,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,65,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,65,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,65,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,65,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,65,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,65,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,65,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,65,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,65,1
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,65,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,66,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,66,0
